product_title,price,ratings,colors,size,gender,timestamp
Crewneck 769,6294560.0,3.3,3,XL,Men,2025-05-11T17:17:16.036317
T-shirt 770,1655040.0,3.5,3,XXL,Women,2025-05-11T17:17:16.036317
Pants 772,8748160.0,3.4,3,M,Men,2025-05-11T17:17:16.036317
Outerwear 773,3393600.0,3.2,3,L,Women,2025-05-11T17:17:16.036317
Jacket 774,1485760.0,4.1,3,XL,Unisex,2025-05-11T17:17:16.036317
Crewneck 775,8189440.0,3.1,3,XXL,Men,2025-05-11T17:17:16.037317
T-shirt 776,5333120.0,3.7,3,S,Women,2025-05-11T17:17:16.038317
Hoodie 777,6104800.0,3.4,3,M,Unisex,2025-05-11T17:17:16.038317
Pants 778,6034720.0,4.2,3,L,Men,2025-05-11T17:17:16.038317
Outerwear 779,5816480.0,3.2,3,XL,Women,2025-05-11T17:17:16.039315
Jacket 780,2767520.0,3.4,3,XXL,Unisex,2025-05-11T17:17:16.039315
T-shirt 782,4117439.9999999995,4.5,3,M,Women,2025-05-11T17:17:16.485076
Hoodie 783,2510720.0,3.0,3,L,Unisex,2025-05-11T17:17:16.485076
Pants 784,5341280.0,3.0,3,XL,Men,2025-05-11T17:17:16.485076
Outerwear 785,6444480.0,4.3,3,XXL,Women,2025-05-11T17:17:16.486090
Jacket 786,6749280.0,5.0,3,S,Unisex,2025-05-11T17:17:16.486090
Crewneck 787,4593600.0,4.7,3,M,Men,2025-05-11T17:17:16.486090
T-shirt 788,3041120.0,4.7,3,L,Women,2025-05-11T17:17:16.486090
Hoodie 789,2153280.0,4.0,3,XL,Unisex,2025-05-11T17:17:16.486090
Pants 790,1708320.0,3.2,3,XXL,Men,2025-05-11T17:17:16.486090
Jacket 792,4068960.0,3.8,3,M,Unisex,2025-05-11T17:17:16.487090
Crewneck 793,8650080.0,4.0,3,L,Men,2025-05-11T17:17:16.487090
T-shirt 794,5983040.0,4.0,3,XL,Women,2025-05-11T17:17:16.487090
Hoodie 795,4209600.0,3.9,3,XXL,Unisex,2025-05-11T17:17:16.487090
Outerwear 797,2771360.0,4.9,3,M,Women,2025-05-11T17:17:16.487090
Jacket 798,4391040.0,3.4,3,L,Unisex,2025-05-11T17:17:16.487090
Crewneck 799,4048800.0,4.2,3,XL,Men,2025-05-11T17:17:16.488083
T-shirt 800,7433280.0,4.6,3,XXL,Women,2025-05-11T17:17:16.488083
Pants 802,5710240.0,4.4,3,M,Men,2025-05-11T17:17:16.931161
Outerwear 803,1875360.0,4.3,3,L,Women,2025-05-11T17:17:16.931161
Jacket 804,4459040.0,3.9,3,XL,Unisex,2025-05-11T17:17:16.931161
Crewneck 805,3266720.0,4.8,3,XXL,Men,2025-05-11T17:17:16.931161
T-shirt 806,7310560.0,3.0,3,S,Women,2025-05-11T17:17:16.931161
Hoodie 807,5016000.0,4.7,3,M,Unisex,2025-05-11T17:17:16.931161
Pants 808,8717760.0,3.2,3,L,Men,2025-05-11T17:17:16.932083
Outerwear 809,7162560.0,3.7,3,XL,Women,2025-05-11T17:17:16.932083
Jacket 810,3796640.0,4.8,3,XXL,Unisex,2025-05-11T17:17:16.932083
T-shirt 812,6406080.0,4.2,3,M,Women,2025-05-11T17:17:16.932083
Hoodie 813,4872800.0,5.0,3,L,Unisex,2025-05-11T17:17:16.932083
Pants 814,1110080.0,4.7,3,XL,Men,2025-05-11T17:17:16.932083
Outerwear 815,5985440.0,4.8,3,XXL,Women,2025-05-11T17:17:16.932083
Jacket 816,1649120.0,4.5,3,S,Unisex,2025-05-11T17:17:16.933083
Crewneck 817,8744160.0,4.4,3,M,Men,2025-05-11T17:17:16.933083
T-shirt 818,5160320.0,3.8,3,L,Women,2025-05-11T17:17:16.933083
Hoodie 819,4742400.0,4.7,3,XL,Unisex,2025-05-11T17:17:16.933083
Pants 820,6030720.0,3.4,3,XXL,Men,2025-05-11T17:17:16.933083
Jacket 822,838240.0,4.2,3,M,Unisex,2025-05-11T17:17:17.459411
Crewneck 823,6103520.0,4.7,3,L,Men,2025-05-11T17:17:17.459411
T-shirt 824,3301440.0,4.1,3,XL,Women,2025-05-11T17:17:17.459411
Hoodie 825,1058400.0,3.8,3,XXL,Unisex,2025-05-11T17:17:17.460422
Outerwear 827,7091040.0,4.8,3,M,Women,2025-05-11T17:17:17.461435
Jacket 828,2324000.0,4.6,3,L,Unisex,2025-05-11T17:17:17.461435
Crewneck 829,4630400.0,4.4,3,XL,Men,2025-05-11T17:17:17.461435
T-shirt 830,4496480.0,3.0,3,XXL,Women,2025-05-11T17:17:17.461435
Pants 832,3955360.0,4.6,3,M,Men,2025-05-11T17:17:17.461435
Outerwear 833,7101280.0,3.0,3,L,Women,2025-05-11T17:17:17.462416
Jacket 834,7223680.0,3.1,3,XL,Unisex,2025-05-11T17:17:17.462416
Crewneck 835,7143360.0,3.9,3,XXL,Men,2025-05-11T17:17:17.462416
T-shirt 836,6065440.0,4.1,3,S,Women,2025-05-11T17:17:17.462416
Hoodie 837,5532640.0,5.0,3,M,Unisex,2025-05-11T17:17:17.462416
Pants 838,2848800.0,3.1,3,L,Men,2025-05-11T17:17:17.462416
Outerwear 839,4208320.0,3.9,3,XL,Women,2025-05-11T17:17:17.462416
Jacket 840,8164640.0,3.6,3,XXL,Unisex,2025-05-11T17:17:17.462416
T-shirt 842,2859040.0,3.3,3,M,Women,2025-05-11T17:17:17.974672
Hoodie 843,2997120.0,3.6,3,L,Unisex,2025-05-11T17:17:17.974672
Pants 844,7422880.0,3.9,3,XL,Men,2025-05-11T17:17:17.974672
Outerwear 845,2023200.0,3.2,3,XXL,Women,2025-05-11T17:17:17.974672
Jacket 846,7480480.0,3.6,3,S,Unisex,2025-05-11T17:17:17.975603
Crewneck 847,4789920.0,3.7,3,M,Men,2025-05-11T17:17:17.975603
T-shirt 848,6134240.0,4.1,3,L,Women,2025-05-11T17:17:17.975603
Hoodie 849,7816160.0,3.5,3,XL,Unisex,2025-05-11T17:17:17.975603
Pants 850,4144160.0,4.2,3,XXL,Men,2025-05-11T17:17:17.975603
Jacket 852,2777280.0,4.1,3,M,Unisex,2025-05-11T17:17:17.975603
Crewneck 853,2643840.0,3.4,3,L,Men,2025-05-11T17:17:17.976618
T-shirt 854,1600000.0,4.5,3,XL,Women,2025-05-11T17:17:17.976618
Hoodie 855,3249760.0,5.0,3,XXL,Unisex,2025-05-11T17:17:17.976618
Outerwear 857,4532800.0,3.0,3,M,Women,2025-05-11T17:17:17.977605
Jacket 858,3748640.0,3.7,3,L,Unisex,2025-05-11T17:17:17.977605
Crewneck 859,6418560.0,3.0,3,XL,Men,2025-05-11T17:17:17.977605
T-shirt 860,2419360.0,4.7,3,XXL,Women,2025-05-11T17:17:17.977605
Pants 862,4131359.9999999995,3.3,3,M,Men,2025-05-11T17:17:18.625340
Outerwear 863,1071360.0,4.0,3,L,Women,2025-05-11T17:17:18.625340
Jacket 864,2168000.0,4.5,3,XL,Unisex,2025-05-11T17:17:18.625340
Crewneck 865,6805120.0,3.9,3,XXL,Men,2025-05-11T17:17:18.626224
T-shirt 866,2399040.0,3.2,3,S,Women,2025-05-11T17:17:18.626224
Hoodie 867,1303840.0,3.3,3,M,Unisex,2025-05-11T17:17:18.626224
Pants 868,7473760.0,4.6,3,L,Men,2025-05-11T17:17:18.626224
Outerwear 869,6040320.0,4.5,3,XL,Women,2025-05-11T17:17:18.627152
Jacket 870,6395040.0,3.5,3,XXL,Unisex,2025-05-11T17:17:18.627152
T-shirt 872,1343680.0,4.3,3,M,Women,2025-05-11T17:17:18.627152
Hoodie 873,8321600.0,4.8,3,L,Unisex,2025-05-11T17:17:18.627152
Pants 874,2755200.0,4.4,3,XL,Men,2025-05-11T17:17:18.628240
Outerwear 875,2506720.0,4.6,3,XXL,Women,2025-05-11T17:17:18.628240
Jacket 876,3225760.0,4.6,3,S,Unisex,2025-05-11T17:17:18.628240
Crewneck 877,4552640.0,4.6,3,M,Men,2025-05-11T17:17:18.628240
T-shirt 878,4809760.0,4.7,3,L,Women,2025-05-11T17:17:18.629231
Hoodie 879,1026880.0000000001,3.1,3,XL,Unisex,2025-05-11T17:17:18.629231
Pants 880,6497760.0,4.3,3,XXL,Men,2025-05-11T17:17:18.629231
Jacket 882,6420960.0,3.3,3,M,Unisex,2025-05-11T17:17:19.381994
Crewneck 883,5901120.0,3.6,3,L,Men,2025-05-11T17:17:19.381994
T-shirt 884,7414720.0,4.3,3,XL,Women,2025-05-11T17:17:19.381994
Hoodie 885,4760640.0,3.4,3,XXL,Unisex,2025-05-11T17:17:19.381994
Outerwear 887,7806400.0,3.8,3,M,Women,2025-05-11T17:17:19.382993
Jacket 888,7869280.0,4.2,3,L,Unisex,2025-05-11T17:17:19.382993
Crewneck 889,6333920.0,4.6,3,XL,Men,2025-05-11T17:17:19.382993
T-shirt 890,6439040.0,4.7,3,XXL,Women,2025-05-11T17:17:19.382993
Pants 892,8515360.0,4.4,3,M,Men,2025-05-11T17:17:19.382993
Outerwear 893,2673600.0,3.2,3,L,Women,2025-05-11T17:17:19.383987
Jacket 894,2946560.0,4.8,3,XL,Unisex,2025-05-11T17:17:19.383987
Crewneck 895,1126720.0,4.3,3,XXL,Men,2025-05-11T17:17:19.383987
T-shirt 896,7873760.0,4.9,3,S,Women,2025-05-11T17:17:19.383987
Hoodie 897,6077920.0,3.1,3,M,Unisex,2025-05-11T17:17:19.383987
Pants 898,8408640.0,4.1,3,L,Men,2025-05-11T17:17:19.383987
Outerwear 899,6192960.0,4.8,3,XL,Women,2025-05-11T17:17:19.384993
Jacket 900,7214240.0,3.3,3,XXL,Unisex,2025-05-11T17:17:19.384993
T-shirt 902,3164000.0,3.6,3,M,Women,2025-05-11T17:17:19.957090
Hoodie 903,2617920.0,4.1,3,L,Unisex,2025-05-11T17:17:19.957090
Pants 904,3356320.0,3.9,3,XL,Men,2025-05-11T17:17:19.957090
Outerwear 905,5027840.0,4.9,3,XXL,Women,2025-05-11T17:17:19.957090
Jacket 906,4301760.0,3.9,3,S,Unisex,2025-05-11T17:17:19.958046
Crewneck 907,8732640.0,4.9,3,M,Men,2025-05-11T17:17:19.958046
T-shirt 908,7954880.0,4.2,3,L,Women,2025-05-11T17:17:19.958046
Hoodie 909,8383840.0,3.6,3,XL,Unisex,2025-05-11T17:17:19.958046
Pants 910,2395200.0,4.7,3,XXL,Men,2025-05-11T17:17:19.958046
Jacket 912,7853280.0,4.9,3,M,Unisex,2025-05-11T17:17:19.959008
Crewneck 913,3222240.0,3.5,3,L,Men,2025-05-11T17:17:19.959008
T-shirt 914,5799200.0,4.6,3,XL,Women,2025-05-11T17:17:19.959008
Hoodie 915,2649120.0,4.2,3,XXL,Unisex,2025-05-11T17:17:19.960047
Outerwear 917,6061600.0,4.0,3,M,Women,2025-05-11T17:17:19.960047
Jacket 918,5380800.0,3.3,3,L,Unisex,2025-05-11T17:17:19.960047
Crewneck 919,8364000.0,4.7,3,XL,Men,2025-05-11T17:17:19.960047
T-shirt 920,3706080.0,3.2,3,XXL,Women,2025-05-11T17:17:19.960047
Pants 922,1210880.0,4.4,3,M,Men,2025-05-11T17:17:20.407430
Outerwear 923,2435840.0,3.7,3,L,Women,2025-05-11T17:17:20.408433
Jacket 924,3764320.0,3.8,3,XL,Unisex,2025-05-11T17:17:20.408433
Crewneck 925,7900800.0,4.5,3,XXL,Men,2025-05-11T17:17:20.408433
T-shirt 926,1911040.0,4.6,3,S,Women,2025-05-11T17:17:20.408433
Hoodie 927,7706400.0,3.5,3,M,Unisex,2025-05-11T17:17:20.408433
Pants 928,3911680.0,3.4,3,L,Men,2025-05-11T17:17:20.409427
Outerwear 929,1253440.0,3.3,3,XL,Women,2025-05-11T17:17:20.409427
Jacket 930,1741120.0,4.9,3,XXL,Unisex,2025-05-11T17:17:20.409427
T-shirt 932,5937600.0,4.2,3,M,Women,2025-05-11T17:17:20.409427
Hoodie 933,4960800.0,3.4,3,L,Unisex,2025-05-11T17:17:20.410431
Pants 934,2248160.0,3.6,3,XL,Men,2025-05-11T17:17:20.410431
Outerwear 935,6048000.0,4.1,3,XXL,Women,2025-05-11T17:17:20.410431
Jacket 936,6165440.0,3.1,3,S,Unisex,2025-05-11T17:17:20.411439
Crewneck 937,2475360.0,4.1,3,M,Men,2025-05-11T17:17:20.411439
T-shirt 938,4058400.0,3.6,3,L,Women,2025-05-11T17:17:20.411439
Hoodie 939,4466080.0,4.8,3,XL,Unisex,2025-05-11T17:17:20.411439
Pants 940,5776000.0,3.7,3,XXL,Men,2025-05-11T17:17:20.411439
Jacket 942,7972960.0,3.0,3,M,Unisex,2025-05-11T17:17:20.874056
Crewneck 943,4571040.0,4.4,3,L,Men,2025-05-11T17:17:20.874056
T-shirt 944,1578240.0,4.6,3,XL,Women,2025-05-11T17:17:20.874056
Hoodie 945,2107680.0,4.2,3,XXL,Unisex,2025-05-11T17:17:20.875053
Outerwear 947,7079680.0,4.6,3,M,Women,2025-05-11T17:17:20.875053
Jacket 948,4600480.0,3.9,3,L,Unisex,2025-05-11T17:17:20.875053
Crewneck 949,1844320.0,4.4,3,XL,Men,2025-05-11T17:17:20.875053
T-shirt 950,7691680.0,4.9,3,XXL,Women,2025-05-11T17:17:20.876056
Pants 952,7155040.0,3.7,3,M,Men,2025-05-11T17:17:20.876056
Outerwear 953,8423200.0,3.8,3,L,Women,2025-05-11T17:17:20.876056
Jacket 954,3878720.0,4.1,3,XL,Unisex,2025-05-11T17:17:20.876056
Crewneck 955,7006560.0,4.7,3,XXL,Men,2025-05-11T17:17:20.877051
T-shirt 956,4457600.0,3.1,3,S,Women,2025-05-11T17:17:20.877051
Hoodie 957,4024320.0,4.4,3,M,Unisex,2025-05-11T17:17:20.877051
Pants 958,3946240.0,4.8,3,L,Men,2025-05-11T17:17:20.877051
Outerwear 959,6828480.0,4.6,3,XL,Women,2025-05-11T17:17:20.878056
Jacket 960,5840160.0,4.5,3,XXL,Unisex,2025-05-11T17:17:20.878056
T-shirt 962,2887840.0,4.1,3,M,Women,2025-05-11T17:17:21.234603
Hoodie 963,7916160.0,4.6,3,L,Unisex,2025-05-11T17:17:21.234603
Pants 964,3885280.0,3.3,3,XL,Men,2025-05-11T17:17:21.234603
Outerwear 965,3107200.0,4.5,3,XXL,Women,2025-05-11T17:17:21.235669
Jacket 966,8499520.0,4.9,3,S,Unisex,2025-05-11T17:17:21.235669
Crewneck 967,1744000.0,3.5,3,M,Men,2025-05-11T17:17:21.235669
T-shirt 968,4045120.0,4.4,3,L,Women,2025-05-11T17:17:21.235669
Hoodie 969,4231840.0,3.8,3,XL,Unisex,2025-05-11T17:17:21.235669
Pants 970,952960.0,4.6,3,XXL,Men,2025-05-11T17:17:21.235669
Jacket 972,7272000.0,4.4,3,M,Unisex,2025-05-11T17:17:21.235669
Crewneck 973,7134400.0,3.9,3,L,Men,2025-05-11T17:17:21.236677
T-shirt 974,4769280.0,3.0,3,XL,Women,2025-05-11T17:17:21.236677
Hoodie 975,4816000.0,3.6,3,XXL,Unisex,2025-05-11T17:17:21.236677
Outerwear 977,3356000.0,3.6,3,M,Women,2025-05-11T17:17:21.236677
Jacket 978,3918240.0,3.6,3,L,Unisex,2025-05-11T17:17:21.236677
Crewneck 979,4848480.0,3.4,3,XL,Men,2025-05-11T17:17:21.236677
T-shirt 980,6544000.0,3.1,3,XXL,Women,2025-05-11T17:17:21.237676
Pants 982,7281760.0,4.9,3,M,Men,2025-05-11T17:17:21.386385
Outerwear 983,5762560.0,3.2,3,L,Women,2025-05-11T17:17:21.386385
Jacket 984,7349440.0,3.8,3,XL,Unisex,2025-05-11T17:17:21.386385
Crewneck 985,6236000.0,4.3,3,XXL,Men,2025-05-11T17:17:21.386385
T-shirt 986,6713760.0,4.5,3,S,Women,2025-05-11T17:17:21.387382
Hoodie 987,4008000.0,4.7,3,M,Unisex,2025-05-11T17:17:21.387382
Pants 988,2054239.9999999998,3.5,3,L,Men,2025-05-11T17:17:21.387382
Outerwear 989,6869440.0,4.2,3,XL,Women,2025-05-11T17:17:21.387382
Jacket 990,3327360.0,4.2,3,XXL,Unisex,2025-05-11T17:17:21.387382
T-shirt 992,4840480.0,4.9,3,M,Women,2025-05-11T17:17:21.387382
Hoodie 993,6361920.0,3.4,3,L,Unisex,2025-05-11T17:17:21.387382
Pants 994,1693760.0,4.4,3,XL,Men,2025-05-11T17:17:21.387382
Outerwear 995,8046720.0,3.2,3,XXL,Women,2025-05-11T17:17:21.388384
Jacket 996,6942400.0,4.3,3,S,Unisex,2025-05-11T17:17:21.388384
Crewneck 997,5321280.0,3.9,3,M,Men,2025-05-11T17:17:21.388384
T-shirt 998,908000.0,4.2,3,L,Women,2025-05-11T17:17:21.388384
Hoodie 999,8534240.0,4.8,3,XL,Unisex,2025-05-11T17:17:21.388384
Pants 1000,2938240.0,4.7,3,XXL,Men,2025-05-11T17:17:21.388384
